Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,Dropped,TimeInSeconds,msInPresentAPI,msBetweenPresents,AllowsTearing,PresentMode,msUntilRenderComplete,msUntilDisplayed,msBetweenDisplayChange,msFlipDelay,msUntilRenderStart,msGPUActive,msSinceInput
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,1,0.01817800000000,0.15700000000000,17.71340000000000,0,Composed: Flip,0.56080000000000,0.00000000000000,0.00000000000000,0.00000000000000,-16.80520000000000,5.11900000000000,10.84850000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,0,0.01912460000000,0.13770000000000,0.94660000000000,0,Composed: Flip,0.29970000000000,12.98150000000000,13.87390000000000,0.00000000000000,-0.38580000000000,0.29400000000000,0.00000000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,1,0.03794140000000,0.22510000000000,18.81680000000000,0,Composed: Flip,0.48630000000000,0.00000000000000,0.00000000000000,0.00000000000000,-18.49270000000000,13.36610000000000,10.59690000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,0,0.03870420000000,0.12190000000000,0.76280000000000,0,Composed: Flip,0.18280000000000,7.29430000000000,13.89240000000000,0.00000000000000,-0.27650000000000,0.14150000000000,0.00000000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,0,0.04859180000000,0.12710000000000,9.88760000000000,0,Composed: Flip,1.09980000000000,11.29970000000000,13.89300000000000,0.00000000000000,-9.68220000000000,4.26540000000000,0.00000000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,0,0.05774270000000,0.16800000000000,9.15090000000000,0,Composed: Flip,0.47150000000000,9.11470000000000,6.96590000000000,0.00000000000000,-8.05110000000000,8.50100000000000,3.41560000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,0,0.06802410000000,0.21160000000000,10.28140000000000,0,Composed: Flip,0.41970000000000,12.70780000000000,13.87450000000000,0.00000000000000,-9.80990000000000,2.15130000000000,0.00000000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,0,0.08259460000000,0.13710000000000,14.57050000000000,0,Composed: Flip,0.87510000000000,12.03210000000000,13.89480000000000,0.00000000000000,-14.15080000000000,12.79780000000000,11.25960000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,1,0.09421340000000,0.16510000000000,11.61880000000000,0,Composed: Flip,0.43880000000000,0.00000000000000,0.00000000000000,0.00000000000000,-10.74370000000000,9.64170000000000,0.00000000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,0,0.09962530000000,0.11170000000000,5.41190000000000,0,Composed: Flip,0.29430000000000,8.92070000000000,13.91930000000000,0.00000000000000,-3.47620000000000,3.44370000000000,0.00000000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,0,0.11049030000000,0.12230000000000,10.86500000000000,0,Composed: Flip,0.38210000000000,11.95230000000000,13.89660000000000,0.00000000000000,-10.56900000000000,3.32550000000000,0.00000000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,0,0.13053860000000,0.19680000000000,20.04830000000000,0,Composed: Flip,1.04890000000000,12.69850000000000,20.79450000000000,0.00000000000000,-19.66620000000000,12.31020000000000,0.00000000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,1,0.14305910000000,0.12870000000000,12.52050000000000,0,Composed: Flip,0.81520000000000,0.00000000000000,0.00000000000000,0.00000000000000,-11.47160000000000,7.94120000000000,0.00000000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,0,0.14879230000000,0.11320000000000,5.73320000000000,0,Composed: Flip,0.51160000000000,8.34340000000000,13.89860000000000,0.00000000000000,-4.91800000000000,5.39310000000000,0.00000000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,0,0.16147370000000,0.11990000000000,12.68140000000000,0,Composed: Flip,0.70960000000000,9.54670000000000,13.88470000000000,0.00000000000000,-12.16980000000000,10.32760000000000,0.00000000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,0,0.16472830000000,0.09440000000000,3.25460000000000,0,Composed: Flip,0.47530000000000,13.19830000000000,6.90620000000000,0.00000000000000,-2.54500000000000,3.00640000000000,0.00000000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,0,0.17373460000000,0.11620000000000,9.00630000000000,0,Composed: Flip,0.73750000000000,11.17340000000000,6.98140000000000,0.00000000000000,-8.53100000000000,6.55070000000000,0.00000000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,0,0.18138190000000,0.18000000000000,7.64730000000000,0,Composed: Flip,0.44630000000000,10.58970000000000,7.06360000000000,0.00000000000000,-6.90980000000000,7.32900000000000,0.00000000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,0,0.19002360000000,0.11540000000000,8.64170000000000,0,Composed: Flip,0.45380000000000,8.94070000000000,6.99270000000000,0.00000000000000,-8.19540000000000,5.63800000000000,0.00000000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,0,0.19812200000000,0.12080000000000,8.09840000000000,0,Composed: Flip,0.52470000000000,7.68930000000000,6.84700000000000,0.00000000000000,-7.64460000000000,8.14940000000000,0.00000000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,0,0.20680660000000,0.11840000000000,8.68460000000000,0,Composed: Flip,0.65190000000000,12.94990000000000,13.94520000000000,0.00000000000000,-8.15990000000000,5.62410000000000,0.00000000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,0,0.21507260000000,0.15780000000000,8.26600000000000,0,Composed: Flip,0.62640000000000,11.61140000000000,6.92750000000000,0.00000000000000,-7.61410000000000,8.21710000000000,0.00000000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,0,0.22395860000000,0.12540000000000,8.88600000000000,0,Composed: Flip,0.46190000000000,9.53390000000000,6.80850000000000,0.00000000000000,-8.25960000000000,5.69740000000000,0.00000000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,0,0.23220810000000,0.11690000000000,8.24950000000000,0,Composed: Flip,0.48670000000000,8.39510000000000,7.11070000000000,0.00000000000000,-7.78760000000000,8.25490000000000,0.00000000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,1,0.24113530000000,0.10830000000000,8.92720000000000,0,Composed: Flip,1.03840000000000,0.00000000000000,0.00000000000000,0.00000000000000,-8.44050000000000,9.47890000000000,0.00000000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,0,0.24547500000000,0.08680000000000,4.33970000000000,0,Composed: Flip,0.20910000000000,8.87250000000000,13.74430000000000,0.00000000000000,-3.30130000000000,3.21690000000000,0.00000000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,0,0.25334890000000,0.10540000000000,7.87390000000000,0,Composed: Flip,0.48910000000000,7.94690000000000,6.94830000000000,0.00000000000000,-7.66200000000000,3.30760000000000,0.00000000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,0,0.26489460000000,0.10930000000000,11.54570000000000,0,Composed: Flip,0.52160000000000,10.25770000000000,13.85650000000000,0.00000000000000,-11.05660000000000,11.55960000000000,0.00000000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,0,0.27336300000000,0.10890000000000,8.46840000000000,0,Composed: Flip,0.69420000000000,8.73180000000000,6.94250000000000,0.00000000000000,-7.94680000000000,8.64100000000000,0.00000000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,0,0.27799420000000,0.07630000000000,4.63120000000000,0,Composed: Flip,0.20410000000000,11.08510000000000,6.98450000000000,0.00000000000000,-3.93700000000000,3.89260000000000,0.00000000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,0,0.28645760000000,0.11540000000000,8.46340000000000,0,Composed: Flip,0.31120000000000,9.55600000000000,6.93430000000000,0.00000000000000,-8.23640000000000,2.78620000000000,0.00000000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,0,0.29766530000000,0.09040000000000,11.20770000000000,0,Composed: Flip,0.23370000000000,12.24800000000000,13.89970000000000,0.00000000000000,-10.89650000000000,10.84190000000000,0.00000000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,0,0.30628300000000,0.11390000000000,8.61770000000000,0,Composed: Flip,0.50440000000000,10.53400000000000,6.90370000000000,0.00000000000000,-8.34520000000000,4.68130000000000,0.00000000000000
eurotrucks2.exe,38152,0x000002A3E6069F20,DXGI,0,512,0,0.31550780000000,0.10240000000000,9.22480000000000,0,Composed: Flip,0.56780000000000,8.26020000000000,6.95100000000000,0.00000000000000,-8.72040000000000,9.27110000000000,0.00000000000000
